Length	GC
ENSGALG00000001109	1403	0.497505345687812
ENSGALG00000001110	2196	0.520491803278688
ENSGALG00000001111	12393	0.513838457193577
ENSGALG00000001113	667	0.695652173913043
ENSGALG00000001115	5517	0.425231103860794
ENSGALG00000001117	1698	0.583627797408716
ENSGALG00000001118	2877	0.440389294403893
ENSGALG00000001121	1340	0.528358208955224
ENSGALG00000001122	774	0.546511627906977
ENSGALG00000001124	1333	0.492873218304576
ENSGALG00000001126	2960	0.457432432432432
ENSGALG00000001129	2547	0.620337652139772
ENSGALG00000001130	3726	0.510735373054214
ENSGALG00000001131	625	0.5712
ENSGALG00000001132	1293	0.675947409126063
ENSGALG00000001136	510	0.507843137254902
ENSGALG00000001137	588	0.493197278911565
ENSGALG00000001138	652	0.47239263803681
ENSGALG00000001141	1407	0.495380241648898
ENSGALG00000001143	2167	0.545454545454545
ENSGALG00000001144	1269	0.53585500394011
ENSGALG00000001146	1433	0.531053733426378
ENSGALG00000001149	1855	0.630188679245283
ENSGALG00000001150	1649	0.593693147362038
ENSGALG00000001153	3036	0.561594202898551
ENSGALG00000001156	582	0.649484536082474
ENSGALG00000001157	3072	0.46875
ENSGALG00000001158	1912	0.558054393305439
ENSGALG00000001160	921	0.664495114006515
ENSGALG00000001161	1469	0.5071477195371
ENSGALG00000001162	1045	0.496650717703349
ENSGALG00000001163	3854	0.554748313440581
ENSGALG00000001165	7137	0.421745831581897
ENSGALG00000001166	1842	0.511400651465798
ENSGALG00000001167	1116	0.460573476702509
ENSGALG00000001168	1545	0.549514563106796
ENSGALG00000001169	4435	0.490642615558061
ENSGALG00000001171	2634	0.654897494305239
ENSGALG00000001172	1876	0.47228144989339
ENSGALG00000001174	2526	0.4972288202692
ENSGALG00000001175	3693	0.463579745464392
ENSGALG00000001177	1199	0.614678899082569
ENSGALG00000001179	2630	0.417490494296578
ENSGALG00000001181	1408	0.500710227272727
ENSGALG00000001182	6331	0.478123519191281
ENSGALG00000001183	9661	0.488458751682021
ENSGALG00000001184	1053	0.597340930674264
ENSGALG00000001186	6231	0.469587546140266
ENSGALG00000001187	2647	0.436343029845108
ENSGALG00000001188	2730	0.56007326007326
ENSGALG00000001189	1664	0.548076923076923
ENSGALG00000001190	2725	0.431559633027523
ENSGALG00000001191	2408	0.519933554817276
ENSGALG00000001192	10445	0.517568214456678
ENSGALG00000001194	2038	0.509322865554465
ENSGALG00000001197	2558	0.514073494917905
ENSGALG00000001201	2564	0.56786271450858
ENSGALG00000001202	1563	0.536148432501599
ENSGALG00000001203	2009	0.546042807366849
ENSGALG00000001204	1755	0.616524216524217
ENSGALG00000001206	942	0.530785562632696
ENSGALG00000001207	4155	0.456799037304452
ENSGALG00000001208	4271	0.433153828143292
ENSGALG00000001209	249	0.614457831325301
ENSGALG00000001211	897	0.624303232998885
ENSGALG00000001212	848	0.567216981132076
ENSGALG00000001213	1518	0.452569169960474
ENSGALG00000001214	1074	0.663873370577281
ENSGALG00000001217	2452	0.448205546492659
ENSGALG00000001219	3800	0.511578947368421
ENSGALG00000001220	1282	0.566302652106084
ENSGALG00000001223	1152	0.481770833333333
ENSGALG00000001225	3711	0.432228509835624
ENSGALG00000001226	7293	0.579322638146168
ENSGALG00000001227	5635	0.558828748890861
ENSGALG00000001229	2253	0.523746116289392
ENSGALG00000001231	4377	0.483664610463788
ENSGALG00000001233	1529	0.438194898626553
ENSGALG00000001234	2470	0.51417004048583
ENSGALG00000001235	3811	0.636578325898714
ENSGALG00000001236	3525	0.401985815602837
ENSGALG00000001238	1316	0.577507598784195
ENSGALG00000001239	2133	0.474917955930614
ENSGALG00000001240	2774	0.530641672674838
ENSGALG00000001242	2530	0.666798418972332
ENSGALG00000001244	2432	0.611019736842105
ENSGALG00000001245	1246	0.543338683788122
ENSGALG00000001246	2767	0.642211781713047
ENSGALG00000001250	3641	0.45619335347432
ENSGALG00000001252	1482	0.601214574898785
ENSGALG00000001253	4044	0.443867457962413
ENSGALG00000001255	5516	0.624909354604786
ENSGALG00000001256	5589	0.495795312220433
ENSGALG00000001258	6671	0.648178683855494
ENSGALG00000001261	4257	0.522198731501057
ENSGALG00000001262	2566	0.433749025720966
ENSGALG00000001263	3348	0.531959378733572
ENSGALG00000001264	10094	0.548840895581534
ENSGALG00000001267	1576	0.541878172588833
ENSGALG00000001269	4728	0.455160744500846
ENSGALG00000001270	1899	0.427066877303844
ENSGALG00000001271	598	0.459866220735786
ENSGALG00000001273	1257	0.677804295942721
ENSGALG00000001275	1012	0.470355731225296
ENSGALG00000001276	747	0.487282463186078
ENSGALG00000001277	3880	0.433247422680412
ENSGALG00000001278	6291	0.473374662215864
ENSGALG00000001279	2216	0.465252707581227
ENSGALG00000001281	1665	0.530930930930931
ENSGALG00000001282	2109	0.423423423423423
ENSGALG00000001283	3582	0.477386934673367
ENSGALG00000001285	1236	0.45873786407767
ENSGALG00000001287	1301	0.624903920061491
ENSGALG00000001288	3960	0.448484848484848
ENSGALG00000001289	2945	0.621052631578947
ENSGALG00000001291	2472	0.544498381877023
ENSGALG00000001293	4032	0.551835317460317
ENSGALG00000001295	2480	0.570564516129032
ENSGALG00000001298	1308	0.470183486238532
ENSGALG00000001299	673	0.534918276374443
ENSGALG00000001300	1377	0.448075526506899
ENSGALG00000001301	6242	0.43655879525793
ENSGALG00000001302	867	0.506343713956171
ENSGALG00000001304	1186	0.612141652613828
ENSGALG00000001305	1542	0.560959792477302
ENSGALG00000001306	6664	0.472238895558223
ENSGALG00000001309	909	0.503850385038504
ENSGALG00000001310	864	0.471064814814815
ENSGALG00000001311	2440	0.654508196721311
ENSGALG00000001312	4716	0.367260390161154
ENSGALG00000001313	641	0.575663026521061
ENSGALG00000001314	1800	0.589444444444444
ENSGALG00000001315	1420	0.537323943661972
ENSGALG00000001316	1234	0.529173419773096
ENSGALG00000001317	2662	0.50976709241172
ENSGALG00000001318	6465	0.580201082753287
ENSGALG00000001319	2280	0.504824561403509
ENSGALG00000001320	1831	0.57400327689787
ENSGALG00000001323	2721	0.517824329290702
ENSGALG00000001325	2062	0.602327837051406
ENSGALG00000001327	1278	0.656494522691706
ENSGALG00000001328	2120	0.518867924528302
ENSGALG00000001329	3405	0.530983847283407
ENSGALG00000001330	468	0.553418803418803
ENSGALG00000001331	2914	0.546671242278655
ENSGALG00000001332	5667	0.459149461796365
ENSGALG00000001333	1906	0.534627492130115
ENSGALG00000001334	2782	0.40079079798706
ENSGALG00000001335	2149	0.443462075383899
ENSGALG00000001337	2354	0.526338147833475
ENSGALG00000001341	2022	0.48862512363996
ENSGALG00000001342	2637	0.640121350018961
ENSGALG00000001343	3528	0.605725623582766
ENSGALG00000001345	2797	0.481944941008223
ENSGALG00000001346	631	0.510301109350238
ENSGALG00000001347	1005	0.629850746268657
ENSGALG00000001348	2471	0.582355321732092
ENSGALG00000001350	4074	0.458271968581247
ENSGALG00000001352	889	0.539932508436445
ENSGALG00000001355	977	0.522006141248721
ENSGALG00000001359	4744	0.386593591905565
ENSGALG00000001362	1672	0.528708133971292
ENSGALG00000001363	4414	0.489352061622111
ENSGALG00000001364	1095	0.459360730593607
ENSGALG00000001366	1835	0.55858310626703
ENSGALG00000001369	1324	0.5702416918429
ENSGALG00000001370	2331	0.631059631059631
ENSGALG00000001371	994	0.608651911468813
ENSGALG00000001373	1659	0.579867389993972
ENSGALG00000001374	3799	0.464069491971571
ENSGALG00000001375	2845	0.523725834797891
ENSGALG00000001376	1865	0.578016085790885
ENSGALG00000001377	4332	0.543859649122807
ENSGALG00000001378	792	0.703282828282828
ENSGALG00000001381	1537	0.53220559531555
ENSGALG00000001382	2328	0.481958762886598
ENSGALG00000001383	1433	0.519190509420796
ENSGALG00000001385	531	0.708097928436911
ENSGALG00000001386	7027	0.446563256012523
ENSGALG00000001387	1197	0.487886382623225
ENSGALG00000001389	2838	0.473220577871741
ENSGALG00000001391	516	0.674418604651163
ENSGALG00000001392	1587	0.444234404536862
ENSGALG00000001394	1862	0.595596133190118
ENSGALG00000001396	1775	0.402253521126761
ENSGALG00000001398	6185	0.580759902991107
ENSGALG00000001399	3318	0.509644364074744
ENSGALG00000001403	1978	0.520222446916077
ENSGALG00000001404	713	0.527349228611501
ENSGALG00000001405	1736	0.497119815668203
ENSGALG00000001407	2805	0.64777183600713
ENSGALG00000001409	2290	0.392139737991266
ENSGALG00000001410	1578	0.465145754119138
ENSGALG00000001411	1440	0.486111111111111
ENSGALG00000001412	3741	0.56081261694734
ENSGALG00000001414	2505	0.487824351297405
ENSGALG00000001415	1022	0.386497064579256
ENSGALG00000001416	1449	0.440993788819876
ENSGALG00000001417	3786	0.608821975699947
ENSGALG00000001418	929	0.476856835306781
ENSGALG00000001419	3855	0.551232166018158
ENSGALG00000001420	9549	0.497329563305058
ENSGALG00000001422	1697	0.599882144961697
ENSGALG00000001424	977	0.507676560900716
ENSGALG00000001425	2927	0.590707208746156
ENSGALG00000001426	1142	0.640105078809107
ENSGALG00000001428	2241	0.457831325301205
ENSGALG00000001429	900	0.412222222222222
ENSGALG00000001431	2653	0.532227666792311
ENSGALG00000001433	1085	0.445161290322581
ENSGALG00000001434	2333	0.393056150878697
ENSGALG00000001435	3339	0.389038634321653
ENSGALG00000001436	3253	0.463572087304027
ENSGALG00000001437	1948	0.563655030800821
ENSGALG00000001438	858	0.553613053613054
ENSGALG00000001439	5627	0.526390616669629
ENSGALG00000001440	1110	0.601801801801802
ENSGALG00000001441	877	0.396807297605473
ENSGALG00000001442	1694	0.600354191263282
ENSGALG00000001443	7939	0.560523995465424
ENSGALG00000001444	1403	0.440484675694939
ENSGALG00000001445	474	0.447257383966245
ENSGALG00000001446	2694	0.494803266518189
ENSGALG00000001449	2582	0.594887683965918
ENSGALG00000001450	4428	0.626693766937669
ENSGALG00000001452	2177	0.466697289848415
ENSGALG00000001453	1595	0.648902821316614
ENSGALG00000001455	1527	0.552062868369352
ENSGALG00000001459	646	0.504643962848297
ENSGALG00000001462	1459	0.520904729266621
ENSGALG00000001463	1949	0.453565931246793
ENSGALG00000001465	362	0.527624309392265
ENSGALG00000001467	3545	0.454442877291961
ENSGALG00000001470	1815	0.642424242424242
ENSGALG00000001472	3361	0.449271050282654
ENSGALG00000001473	3607	0.491821458275575
ENSGALG00000001474	2763	0.42671009771987
ENSGALG00000001475	905	0.437569060773481
ENSGALG00000001476	1481	0.409182984469953
ENSGALG00000001478	2304	0.611111111111111
ENSGALG00000001479	1629	0.554941682013505
ENSGALG00000001480	915	0.59344262295082
ENSGALG00000001482	5894	0.494231421784866
ENSGALG00000001483	1954	0.529170931422723
ENSGALG00000001485	2738	0.472607742878013
ENSGALG00000001486	2394	0.52172096908939
ENSGALG00000001487	3075	0.458536585365854
ENSGALG00000001489	1571	0.422024188415022
ENSGALG00000001490	1113	0.505840071877808
ENSGALG00000001491	4470	0.479194630872483
ENSGALG00000001492	2877	0.525895029544665
ENSGALG00000001493	1362	0.526431718061674
ENSGALG00000001494	5419	0.403764532201513
ENSGALG00000001496	244	0.528688524590164
ENSGALG00000001500	2674	0.419970082273747
ENSGALG00000001501	1151	0.421372719374457
ENSGALG00000001502	2835	0.468783068783069
ENSGALG00000001503	4644	0.473298880275624
ENSGALG00000001504	2304	0.46484375
ENSGALG00000001505	3860	0.57720207253886
ENSGALG00000001506	648	0.401234567901235
ENSGALG00000001512	2731	0.582936653240571
ENSGALG00000001513	7144	0.414893617021277
ENSGALG00000001515	1957	0.554931016862545
ENSGALG00000001516	2184	0.538919413919414
ENSGALG00000001518	3504	0.41324200913242
ENSGALG00000001519	1378	0.499274310595065
ENSGALG00000001521	1226	0.562805872756933
ENSGALG00000001522	3087	0.429219306770327
ENSGALG00000001525	4159	0.417888915604713
ENSGALG00000001527	5506	0.511442063203778
ENSGALG00000001529	1071	0.481792717086835
ENSGALG00000001531	2645	0.368998109640832
ENSGALG00000001532	1326	0.58446455505279
ENSGALG00000001533	2507	0.543677702433187
ENSGALG00000001534	577	0.616984402079723
ENSGALG00000001535	7329	0.534997953336062
ENSGALG00000001536	3192	0.571741854636591
ENSGALG00000001538	2267	0.517423908248787
ENSGALG00000001540	1745	0.449283667621777
ENSGALG00000001542	767	0.513689700130378
ENSGALG00000001543	2069	0.594973417109715
ENSGALG00000001544	4171	0.55478302565332
ENSGALG00000001545	1601	0.593379138038726
ENSGALG00000001546	9800	0.46030612244898
ENSGALG00000001547	871	0.440872560275545
ENSGALG00000001550	2174	0.529898804047838
ENSGALG00000001551	2486	0.470635559131134
ENSGALG00000001552	1364	0.629032258064516
ENSGALG00000001554	2767	0.483917600289122
ENSGALG00000001555	727	0.470426409903714
ENSGALG00000001556	318	0.594339622641509
ENSGALG00000001557	1807	0.573325954620919
ENSGALG00000001558	3371	0.625630376742806
ENSGALG00000001559	1377	0.639070442992012
ENSGALG00000001560	3096	0.474160206718346
ENSGALG00000001561	1717	0.480489225393128
ENSGALG00000001563	2584	0.458978328173375
ENSGALG00000001564	3841	0.586305649570424
ENSGALG00000001565	5052	0.390736342042755
ENSGALG00000001567	3504	0.570205479452055
ENSGALG00000001568	3005	0.463893510815308
ENSGALG00000001569	643	0.614307931570762
ENSGALG00000001571	3681	0.576745449606085
ENSGALG00000001572	755	0.660927152317881
ENSGALG00000001573	1369	0.536888239590942
ENSGALG00000001574	5754	0.587069864442127
ENSGALG00000001576	3027	0.456227287743641
ENSGALG00000001577	6389	0.439661918923149
ENSGALG00000001580	2717	0.494663231505337
ENSGALG00000001583	1509	0.47117296222664
ENSGALG00000001585	1452	0.444903581267218
ENSGALG00000001586	1316	0.59726443768997
ENSGALG00000001587	791	0.515802781289507
ENSGALG00000001589	6488	0.497071516646116
ENSGALG00000001590	6159	0.45526871245332
ENSGALG00000001591	1180	0.458474576271186
ENSGALG00000001592	1393	0.539842067480258
ENSGALG00000001593	1459	0.493488690884167
ENSGALG00000001595	1782	0.63692480359147
ENSGALG00000001596	2532	0.528041074249605
ENSGALG00000001597	796	0.547738693467337
ENSGALG00000001600	5853	0.486758927045959
ENSGALG00000001602	908	0.436123348017621
ENSGALG00000001603	2229	0.450874831763122
ENSGALG00000001604	3916	0.48314606741573
ENSGALG00000001605	2058	0.63022351797862
ENSGALG00000001606	2940	0.515646258503401
ENSGALG00000001607	1444	0.45983379501385
ENSGALG00000001608	3701	0.487165630910565
ENSGALG00000001610	2215	0.505191873589165
ENSGALG00000001611	1248	0.565705128205128
ENSGALG00000001612	1473	0.545824847250509
ENSGALG00000001613	2743	0.463361283266497
ENSGALG00000001614	1503	0.614770459081836
ENSGALG00000001615	3497	0.569345152988276
ENSGALG00000001616	2849	0.398385398385398
ENSGALG00000001617	1794	0.481605351170569
ENSGALG00000001618	3235	0.453477588871716
ENSGALG00000001619	3225	0.496124031007752
ENSGALG00000001620	1036	0.55019305019305
ENSGALG00000001621	651	0.662058371735791
ENSGALG00000001624	1433	0.515003489183531
ENSGALG00000001626	1149	0.527415143603133
ENSGALG00000001627	3965	0.497099621689786
ENSGALG00000001629	2218	0.455816050495942
ENSGALG00000001630	2467	0.543980543169842
ENSGALG00000001631	708	0.42090395480226
ENSGALG00000001632	633	0.584518167456556
ENSGALG00000001633	938	0.58955223880597
ENSGALG00000001634	515	0.547572815533981
ENSGALG00000001636	4811	0.540012471419663
ENSGALG00000001637	3087	0.440233236151603
ENSGALG00000001638	2499	0.527010804321729
ENSGALG00000001639	2511	0.473118279569892
ENSGALG00000001640	790	0.568354430379747
ENSGALG00000001642	2135	0.459016393442623
ENSGALG00000001644	3857	0.550946331345605
ENSGALG00000001645	4111	0.573583069812698
ENSGALG00000001647	3289	0.576771055031925
ENSGALG00000001648	718	0.596100278551532
ENSGALG00000001649	1522	0.439553219448095
ENSGALG00000001651	1449	0.641131815044858
ENSGALG00000001652	1089	0.454545454545455
ENSGALG00000001653	1384	0.608381502890173
ENSGALG00000001654	907	0.520396912899669
ENSGALG00000001655	876	0.646118721461187
ENSGALG00000001656	3765	0.555112881806109
ENSGALG00000001658	693	0.567099567099567
ENSGALG00000001661	2067	0.517658442186744
ENSGALG00000001662	7282	0.428728371326559
ENSGALG00000001663	1364	0.481671554252199
ENSGALG00000001664	2013	0.626428216592151
ENSGALG00000001666	879	0.566552901023891
ENSGALG00000001668	3642	0.50439319055464
ENSGALG00000001672	7001	0.473932295386373
ENSGALG00000001677	6967	0.442801779819147
ENSGALG00000001678	1677	0.592725104353011
ENSGALG00000001682	1485	0.576430976430976
ENSGALG00000001684	3239	0.463105896881754
ENSGALG00000001688	4712	0.498514431239389
ENSGALG00000001689	1510	0.549006622516556
ENSGALG00000001690	1581	0.447185325743201
ENSGALG00000001691	2130	0.50093896713615
ENSGALG00000001692	6671	0.42707240293809
ENSGALG00000001693	1569	0.559592096876992
ENSGALG00000001694	5913	0.520378826314899
ENSGALG00000001695	4186	0.411849020544673
ENSGALG00000001696	1453	0.481761871988988
ENSGALG00000001697	3012	0.384130146082337
ENSGALG00000001698	4142	0.374215354901014
ENSGALG00000001700	1965	0.618320610687023
ENSGALG00000001701	2959	0.432916525853329
ENSGALG00000001702	4475	0.627932960893855
ENSGALG00000001705	2613	0.489092996555683
ENSGALG00000001706	4141	0.394832166143444
ENSGALG00000001708	7527	0.48013816925734
ENSGALG00000001709	710	0.514084507042254
ENSGALG00000001710	3359	0.55611789222983
ENSGALG00000001711	752	0.549202127659574
ENSGALG00000001712	3064	0.459856396866841
ENSGALG00000001713	1499	0.47765176784523
ENSGALG00000001714	915	0.514754098360656
ENSGALG00000001716	1489	0.649429147078576
ENSGALG00000001717	4034	0.513138324243927
ENSGALG00000001718	2481	0.443369609028617
ENSGALG00000001719	2340	0.518803418803419
ENSGALG00000001720	909	0.495049504950495
ENSGALG00000001721	1245	0.560642570281125
ENSGALG00000001722	3225	0.530542635658915
ENSGALG00000001723	1608	0.606965174129353
ENSGALG00000001724	846	0.613475177304965
ENSGALG00000001725	5558	0.534364879453041
ENSGALG00000001726	1420	0.425352112676056
ENSGALG00000001727	1959	0.614599285349668
ENSGALG00000001728	2081	0.615569437770303
ENSGALG00000001729	5085	0.528023598820059
ENSGALG00000001730	7534	0.476639235465888
ENSGALG00000001731	3924	0.542558613659531
ENSGALG00000001732	7807	0.471628026130396
ENSGALG00000001733	5423	0.470772635072838
ENSGALG00000001734	467	0.509635974304068
ENSGALG00000001735	2306	0.666955767562879
ENSGALG00000001737	3136	0.439413265306122
ENSGALG00000001740	2804	0.625891583452211
ENSGALG00000001741	1195	0.497071129707113
ENSGALG00000001744	892	0.566143497757848
ENSGALG00000001745	2586	0.482211910286156
ENSGALG00000001749	4487	0.505460218408736
ENSGALG00000001750	3323	0.375263316280469
ENSGALG00000001753	2966	0.472016183412003
ENSGALG00000001754	1711	0.535943892460549
ENSGALG00000001756	1906	0.493704092339979
ENSGALG00000001758	2499	0.476190476190476
ENSGALG00000001759	4843	0.582077224860624
ENSGALG00000001761	1979	0.463365336028297
ENSGALG00000001762	937	0.56350053361793
ENSGALG00000001763	1642	0.503654080389769
ENSGALG00000001764	4443	0.592167454422687
ENSGALG00000001765	1074	0.524208566108007
